year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
1,2646,0.9656,0.01,0.016629917,0.01,-0.041205973,0,irresponsible,-0.006629917,0.035632002,-0.001546116,0.009656
2,2646,1.001232002,0.015483623,0.018946968,0.011096725,-0.043071245,0,irresponsible,-0.003463345,0.034085886,-0.000246232,0.010714997
3,2646,1.033771772,0.023151304,0.023361209,0.01350764,-0.042180265,0,irresponsible,-0.000209905,0.035139538,0.006723847,0.013524282
4,2646,1.071511077,0.033478576,0.025519368,0.017501828,-0.045821362,0,irresponsible,0.007959208,0.047533579,0.008404774,0.018092895
5,2646,1.128838931,0.036553667,0.022184048,0.021312196,-0.05824178,0,irresponsible,0.014369619,0.051949086,-0.004770069,0.022836254
6,2646,1.175409249,0.038790672,0.014364436,0.024807891,-0.034948283,0,irresponsible,0.024426236,0.037993441,-0.004969325,0.028004113
7,2646,1.204825813,0.040271692,0.007574678,0.027900651,-0.005704837,0,irresponsible,0.032697014,0.042010436,0.00497417,0.032794683
8,2646,1.259430121,0.048104832,0.020570382,0.031941487,-0.041180244,0,irresponsible,0.02753445,0.04794178,0.003658353,0.038483928
9,2646,1.300709373,0.045583215,0.023874961,0.034669833,-0.028000887,0,irresponsible,0.021708254,0.049327142,0.004716626,0.043664232
10,2646,1.358084405,0.046312518,0.021259562,0.03699837,-0.037329575,0,irresponsible,0.025052956,0.057375032,0.00804789,0.048124126
1,2647,0.9656,0.01,0.020747266,0.01,-0.023540247,0,irresponsible,-0.010747266,0.050974689,-0.003399703,0.009656
2,2647,1.016574689,0.019761058,0.0106468,0.011952212,-0.049727462,0,irresponsible,0.009114259,0.047574986,-0.008089596,0.011541056
3,2647,1.060749971,0.030109889,0.009291652,0.015583747,-0.037837783,0,irresponsible,0.020818237,0.034795496,-0.005896833,0.015842043
4,2647,1.086165682,0.03153948,0.008755735,0.018774894,-0.014880135,0,irresponsible,0.022783745,0.035781319,0.006847494,0.019915468
5,2647,1.132312609,0.039773816,0.019373085,0.022974678,-0.042309346,0,irresponsible,0.020400731,0.048490484,0.006782673,0.024954307
6,2647,1.183146651,0.042715909,0.019285824,0.026922924,-0.042350078,0,irresponsible,0.023430085,0.049346664,0.000101574,0.030485167
7,2647,1.231005937,0.044812509,0.020578548,0.030500841,-0.036356469,0,irresponsible,0.024233961,0.048693632,-0.001610491,0.036086968
8,2647,1.280533914,0.037282835,0.017074325,0.03185724,-0.031635621,0,irresponsible,0.020208511,0.046125683,-0.002095662,0.039216452
9,2647,1.323257303,0.039707508,0.023072093,0.033427294,-0.029762244,0,irresponsible,0.016635415,0.044502308,7.78E-05,0.042804783
10,2647,1.36953853,0.041276933,0.020770522,0.034997222,-0.027838704,0,irresponsible,0.020506412,0.046281227,0.00177892,0.046310329
1,2648,0.9656,0.01,0.022532171,0.01,-0.038947345,0,irresponsible,-0.012532171,0.014581748,0.006640321,0.009656
2,2648,0.980181748,0.016447189,0.027805214,0.011289438,-0.03009795,0,irresponsible,-0.011358025,0.021222069,0.004757856,0.010901081
3,2648,1.008044137,0.021425016,0.010984542,0.013316553,-0.02560143,0,irresponsible,0.010440474,0.02409746,0.000361749,0.013052643
4,2648,1.028376668,0.027235094,0.025635046,0.016100262,-0.029703781,0,irresponsible,0.001600048,0.021945566,0.001428162,0.016229774
5,2648,1.051935269,0.036973037,0.022296882,0.020274817,-0.025592692,0,irresponsible,0.014676155,0.026953783,0.002490426,0.020850148
6,2648,1.082284234,0.034185197,0.026963183,0.023056893,-0.034350242,0,irresponsible,0.007222015,0.026926419,-0.001499465,0.024254359
7,2648,1.105788107,0.027069535,0.028128402,0.023859421,-0.027997718,0,irresponsible,-0.001058867,0.023954853,-0.00092096,0.025822675
8,2648,1.130193941,0.025818143,0.022984658,0.024251166,-0.023036811,0,irresponsible,0.002833486,0.025084499,0.002143099,0.026816651
9,2648,1.155957105,0.020504244,0.028023429,0.023501781,-0.030734197,0,irresponsible,-0.007519184,0.028241052,0.00281722,0.026561571
10,2648,1.186676044,0.018425537,0.029928102,0.022486533,-0.03907111,0,irresponsible,-0.011502565,0.030718939,0.002477887,0.025993467
1,2649,0.9656,0.01,0.015970379,0.01,-0.04171441,0,irresponsible,-0.005970379,0.044614547,-0.009509191,0.009656
2,2649,1.010214547,0.010318581,0.004294112,0.010063716,-0.039067238,0,irresponsible,0.00602447,0.035105357,-0.006837947,0.009717524
3,2649,1.035810713,0.014049737,0.018954225,0.01086092,-0.033620053,0,irresponsible,-0.004904488,0.030938654,0.00151482,0.01097186
4,2649,1.072091856,0.023194556,0.022410173,0.013327648,-0.04548271,0,irresponsible,0.000784384,0.038134997,-0.001295518,0.01380492
5,2649,1.112080708,0.033130488,0.023294964,0.017288216,-0.046282039,0,irresponsible,0.009835524,0.028347618,-0.005262458,0.018534555
6,2649,1.128787091,0.050890448,0.025910056,0.024008662,-0.018767483,0,irresponsible,0.024980392,0.027610082,0.010510881,0.02669957
7,2649,1.167300872,0.044131337,0.023813666,0.028033197,-0.033861614,0,irresponsible,0.020317671,0.049369379,0.011595305,0.031643511
8,2649,1.22752585,0.046766002,0.008401944,0.031779758,-0.033163404,0,irresponsible,0.038364058,0.050800692,-0.003156353,0.037096539
9,2649,1.268902257,0.054859862,0.030856474,0.036395779,-0.0347803,0,irresponsible,0.024003388,0.043056673,-0.003031877,0.044676759
10,2649,1.313639196,0.05301818,0.031787317,0.039720259,-0.034980928,0,irresponsible,0.021230864,0.044736939,0.001680266,0.050401126
1,2650,0.9656,0.01,0.021452959,0.01,-0.025853919,0,irresponsible,-0.011452959,0.034752979,-0.008079535,0.009656
2,2650,1.000352979,0.019837503,0.015238187,0.011967501,-0.037863752,0,irresponsible,0.004599315,0.026673444,-0.007193358,0.011555819
3,2650,1.018946888,0.015282877,0.017779912,0.012630576,-0.023655075,0,irresponsible,-0.002497035,0.020366263,-0.003160192,0.012635034
4,2650,1.041085504,0.018264897,0.018318336,0.01375744,-0.026702328,0,irresponsible,-5.34E-05,0.02035306,-0.006436201,0.014018101
5,2650,1.059653007,0.019857024,0.019031033,0.014977357,-0.022708911,0,irresponsible,0.000825991,0.007493861,0.000691981,0.015592709
6,2650,1.056073226,0.020380673,0.024248603,0.01605802,-0.004893919,0,irresponsible,-0.00386793,0.021737021,0.019403765,0.017015929
7,2650,1.10312705,0.032938705,0.020058245,0.019434157,-0.047699947,0,irresponsible,0.01288046,0.046301392,0.008579459,0.020523893
8,2650,1.148676009,0.023552976,0.010287367,0.020257921,-0.034662168,0,irresponsible,0.013265609,0.038895939,-0.004948512,0.02234706
9,2650,1.180918928,0.026297351,0.017298821,0.021465807,-0.027537795,0,irresponsible,0.00899853,0.036404367,0.000834938,0.024657257
10,2650,1.221484744,0.026669294,0.022066115,0.022506504,-0.04005698,0,irresponsible,0.004603178,0.040565816,0.004161448,0.026578357
1,2651,0.9656,0.01,0.023744978,0.01,-0.038250775,0,irresponsible,-0.013744978,0.027241421,-0.001087019,0.009656
2,2651,0.992841421,0.023826237,0.017700812,0.012765247,-0.031924311,0,irresponsible,0.006125425,0.026154402,0.001758596,0.012326123
3,2651,1.017908803,0.022535694,0.01779829,0.014719337,-0.028070838,0,irresponsible,0.004737404,0.030758613,0.008609662,0.014613967
4,2651,1.054358648,0.02683347,0.015255851,0.017142163,-0.034558603,0,irresponsible,0.011577619,0.043373726,0.002776889,0.017449159
5,2651,1.104656255,0.03775113,0.01041974,0.021263957,-0.038981821,0,irresponsible,0.027331389,0.036312391,0.000846142,0.022419837
6,2651,1.126983429,0.045566216,0.017272658,0.026124408,-0.01271506,0,irresponsible,0.028293558,0.045066011,0.009603926,0.028858491
7,2651,1.194788276,0.048727185,0.011283703,0.030644964,-0.046228488,0,irresponsible,0.037443482,0.055520243,0.001215621,0.034536366
8,2651,1.238023916,0.050397793,0.02203543,0.03459553,-0.02855253,0,irresponsible,0.028362363,0.047497254,-0.002386111,0.041334333
9,2651,1.289782783,0.055899555,0.022089702,0.038856335,-0.031449991,0,irresponsible,0.033809853,0.050748022,0.001119962,0.048105072
10,2651,1.339519961,0.064322953,0.024749484,0.043949658,-0.025571219,0,irresponsible,0.039573469,0.049737178,-0.001010844,0.056685513
1,2652,0.9656,0.01,0.01571088,0.01,-0.018464376,0,irresponsible,-0.00571088,0.026468994,-0.000247897,0.009656
2,2652,0.992068994,0.020495272,0.01376687,0.012099054,-0.028057568,0,irresponsible,0.006728402,0.026221097,-0.000826167,0.011682847
3,2652,1.018042194,0.021257304,0.019933859,0.013930704,-0.031812347,0,irresponsible,0.001323445,0.024816661,-0.001043332,0.01382022
4,2652,1.041702317,0.029479165,0.025656725,0.017040397,-0.032212483,0,irresponsible,0.00382244,0.024134433,0.006130578,0.017347843
5,2652,1.066311061,0.031390592,0.027570546,0.019910436,-0.032374201,0,irresponsible,0.003820047,0.037077816,0.004076298,0.020740747
6,2652,1.115857949,0.028474859,0.028401183,0.02162332,-0.056574603,0,irresponsible,7.37E-05,0.032287029,-0.006489197,0.023057186
7,2652,1.13088512,0.039067897,0.027776059,0.025112236,-0.017919287,0,irresponsible,0.011291839,0.024099422,-0.004140941,0.028021688
8,2652,1.164056793,0.043975554,0.030867705,0.028884899,-0.035346856,0,irresponsible,0.013107849,0.024005147,-0.00033551,0.032665503
9,2652,1.178895413,0.047946564,0.034596402,0.032697232,-0.016975435,0,irresponsible,0.013350163,0.023428402,0.004006519,0.038061435
10,2652,1.210913597,0.041008339,0.03127978,0.034359454,-0.028497691,0,irresponsible,0.009728559,0.032018184,0.008589782,0.040506202
1,2653,0.9656,0.01,0.006879312,0.01,-0.027124967,0,irresponsible,0.003120688,0.024069914,0.001502041,0.009656
2,2653,0.989669914,0.005396777,0.016959011,0.009079355,-0.031551628,0,irresponsible,-0.011562234,0.025571955,0.000602355,0.008767026
3,2653,1.01674391,0.006953481,0.019039765,0.008654181,-0.037160257,0,irresponsible,-0.012086285,0.025274625,0.003248303,0.008564782
4,2653,1.040219164,0.016200933,0.021631248,0.010163531,-0.03488811,0,irresponsible,-0.005430315,0.032068561,0.007017746,0.010333708
5,2653,1.080881033,0.020042616,0.013462811,0.012139348,-0.042020273,0,irresponsible,0.006579805,0.039310117,0.003879444,0.012627582
6,2653,1.118839397,0.025697412,0.021852176,0.014850961,-0.045364016,0,irresponsible,0.003845236,0.03982745,0.002328764,0.016052122
7,2653,1.160535932,0.032449149,0.009671131,0.018370598,-0.032056459,0,irresponsible,0.022778018,0.043967645,0.003662086,0.020553749
8,2653,1.206774687,0.037807402,0.023352095,0.022257959,-0.047479563,0,irresponsible,0.014455307,0.047151622,-0.000452379,0.025831161
9,2653,1.254839176,0.03484343,0.013441762,0.024775053,-0.034569162,0,irresponsible,0.021401668,0.043062888,-0.004545168,0.029897907
10,2653,1.292900462,0.045458874,0.021430726,0.028911818,-0.028870681,0,irresponsible,0.024028148,0.038061286,-0.005001602,0.036279681
1,2654,0.9656,0.01,0.014732022,0.01,-0.04036629,0,irresponsible,-0.004732022,0.024175268,0.010158847,0.009656
2,2654,0.989775268,0.020675518,0.019461461,0.012135104,-0.03111455,0,irresponsible,0.001214057,0.034334115,0.001989623,0.011717656
3,2654,1.03426823,0.032552793,0.015093076,0.016218641,-0.04339547,0,irresponsible,0.017459717,0.028154514,-0.010208193,0.01605281
4,2654,1.046084297,0.029497432,0.02253442,0.018874399,-0.015518086,0,irresponsible,0.006963012,0.013917729,-0.004064455,0.019521192
5,2654,1.062103687,0.029774558,0.029743416,0.021054431,-0.02484626,0,irresponsible,3.11E-05,0.020025603,0.012350858,0.02202471
6,2654,1.086135504,0.03254204,0.026754135,0.023351953,-0.02755113,0,irresponsible,0.005787905,0.038619445,0.008752854,0.024802195
7,2654,1.139342577,0.033085934,0.020329994,0.025298749,-0.047917861,0,irresponsible,0.012755941,0.037531311,-0.005974702,0.02747787
8,2654,1.161198126,0.046246275,0.018106408,0.029488254,-0.009118351,0,irresponsible,0.028139867,0.02667004,0.002411153,0.033597224
9,2654,1.192682656,0.046908334,0.01695821,0.03297227,-0.013199121,0,irresponsible,0.029950124,0.042353616,0.013276331,0.038287339
10,2654,1.245905358,0.041846612,0.017552618,0.034747139,-0.033068849,0,irresponsible,0.024293994,0.053222702,0.010869086,0.04144231
1,2655,0.9656,0.01,0.014507153,0.01,-0.026359544,0,irresponsible,-0.004507153,0.050106718,-0.019191945,0.009656
2,2655,1.015706718,0.007161464,0.016000992,0.009432293,-0.056349563,0,irresponsible,-0.008839528,0.030914774,-0.015167289,0.009107822
3,2655,1.027429547,0.011760274,0.014182539,0.009897889,-0.016013918,0,irresponsible,-0.002422266,0.01977214,-0.002023647,0.010053352
4,2655,1.055250998,0.0147197,0.016835692,0.010862251,-0.033857125,0,irresponsible,-0.002115992,0.026867479,0.006329313,0.011160198
5,2655,1.081164505,0.029698825,0.027901319,0.014629566,-0.039538386,0,irresponsible,0.001797506,0.032430766,0.000821505,0.015437864
6,2655,1.120112529,0.030361025,0.015943709,0.017775858,-0.036998256,0,irresponsible,0.014417316,0.028510488,-0.006195184,0.019218626
7,2655,1.138185481,0.032748439,0.026847748,0.020770374,-0.024702312,0,irresponsible,0.005900692,0.020040397,0.000818649,0.023265156
8,2655,1.160193322,0.03373788,0.017642682,0.023363875,-0.015608955,0,irresponsible,0.016095198,0.030147787,0.006522305,0.026592424
9,2655,1.198481054,0.032839388,0.026284184,0.025258978,-0.039446708,0,irresponsible,0.006555204,0.033085006,-0.001132753,0.029305297
10,2655,1.226363334,0.030020389,0.02584691,0.02621126,-0.027456615,0,irresponsible,0.00417348,0.02788228,-0.005202726,0.031413699
1,2656,0.9656,0.01,0.012129065,0.01,-0.047328551,0,irresponsible,-0.002129065,0.033267828,-0.003420109,0.009656
2,2656,0.998867828,0.014650263,0.017560272,0.010930053,-0.039559485,0,irresponsible,-0.002910009,0.029847719,-0.001129369,0.010554059
3,2656,1.025295439,0.022352206,0.02059637,0.013214483,-0.033652337,0,irresponsible,0.001755835,0.031009091,7.03E-05,0.013199522
4,2656,1.06088601,0.01635018,0.02454424,0.013841623,-0.046301036,0,irresponsible,-0.00819406,0.02998822,-0.000218506,0.014191752
5,2656,1.085271879,0.023335102,0.020784257,0.015740318,-0.02962796,0,irresponsible,0.002550844,0.030572078,0.00293887,0.016698684
6,2656,1.122030166,0.021257219,0.01264404,0.016843699,-0.032257425,0,irresponsible,0.008613179,0.035865959,0.000593933,0.018279992
7,2656,1.157003798,0.024377122,0.019659807,0.018350383,-0.036414518,0,irresponsible,0.004717315,0.031759945,-0.001947307,0.020589683
8,2656,1.185550055,0.029164194,0.024749175,0.020513145,-0.03332899,0,irresponsible,0.00441502,0.031971346,-0.002737061,0.023733787
9,2656,1.22094649,0.031311828,0.012212443,0.022672882,-0.023144685,0,irresponsible,0.019099385,0.026285823,-0.007398068,0.026879836
10,2656,1.238121701,0.031567844,0.022040406,0.024451874,-0.01429443,0,irresponsible,0.009527438,0.01717521,-0.009110612,0.02985443
1,2657,0.9656,0.01,0.025614431,0.01,-0.028201275,0,irresponsible,-0.015614431,0.033943827,0.004681572,0.009656
2,2657,0.999543827,0.012710758,0.019114009,0.010542152,-0.042065574,0,irresponsible,-0.006403251,0.038625399,0.003345918,0.010179502
3,2657,1.042850798,0.030852487,0.013326824,0.014604219,-0.042046951,0,irresponsible,0.017525663,0.040635662,-0.000424893,0.014597557
4,2657,1.080815152,0.025099346,0.013790214,0.016703244,-0.034967821,0,irresponsible,0.011309132,0.037775614,0.000920216,0.017418991
5,2657,1.118402026,0.02363959,0.013839736,0.018090513,-0.033055286,0,irresponsible,0.009799854,0.042476094,-0.000661509,0.019552501
6,2657,1.165767341,0.023866154,0.014293292,0.019245641,-0.041904648,0,irresponsible,0.009572862,0.036452596,-0.009891654,0.021524364
7,2657,1.191307218,0.022401224,0.02085326,0.019876758,-0.026654997,0,irresponsible,0.001547964,0.022692787,-0.002035599,0.023171675
8,2657,1.211152915,0.023406795,0.027875908,0.020582765,-0.028298443,0,irresponsible,-0.004469113,0.032381397,0.010522617,0.024520397
9,2657,1.256070013,0.034300496,0.015595915,0.023326311,-0.035698183,0,irresponsible,0.018704581,0.04373802,0.005088773,0.02825173
10,2657,1.298628956,0.036047744,0.021298382,0.025870598,-0.036935686,0,irresponsible,0.014749362,0.042558943,-0.001179078,0.032495282
1,2658,0.9656,0.01,0.011234954,0.01,-0.027745453,0,irresponsible,-0.001234954,0.02667546,0.006651933,0.009656
2,2658,0.99227546,0.022596414,0.023065598,0.012519283,-0.036629388,0,irresponsible,-0.000469184,0.033327393,0.009178769,0.012088619
3,2658,1.032254786,0.017900814,0.020730703,0.013595589,-0.046915532,0,irresponsible,-0.002829889,0.045032998,0.004251105,0.013490569
4,2658,1.082341457,0.027313344,0.013076053,0.01633914,-0.04676181,0,irresponsible,0.014237291,0.041829603,-0.00117144,0.016866155
5,2658,1.115913991,0.03186397,0.020117013,0.019444106,-0.034286487,0,irresponsible,0.011746958,0.042690118,0.004469049,0.021045162
6,2658,1.167721693,0.045802963,0.009525799,0.024715877,-0.035016827,0,irresponsible,0.036277164,0.050767702,0.002974023,0.027580793
7,2658,1.217449395,0.050243206,0.017415454,0.029821343,-0.035489048,0,irresponsible,0.032827752,0.048638165,-0.002728804,0.034823029
8,2658,1.264998023,0.050629779,0.023616925,0.03398303,-0.035219594,0,irresponsible,0.027012854,0.045310093,-0.002589654,0.04137262
9,2658,1.30806958,0.055489345,0.022949795,0.038284293,-0.024108643,0,irresponsible,0.03253955,0.043458857,-0.000731968,0.048429555
10,2658,1.351915737,0.049996108,0.026338219,0.040626656,-0.025635522,0,irresponsible,0.023657888,0.043846156,0.0003873,0.053142493
1,2659,0.9656,0.01,0.006924317,0.01,-0.035567175,0,irresponsible,0.003075683,0.033686595,0.001244173,0.009656
2,2659,0.999286595,0.011352114,0.019451418,0.010270423,-0.042382614,0,irresponsible,-0.008099304,0.034930768,-0.000439924,0.00991712
3,2659,1.035461536,0.015680868,0.02200181,0.011352512,-0.046587545,0,irresponsible,-0.006320942,0.032806746,-0.003905795,0.011344413
4,2659,1.064900087,0.027310609,0.015373201,0.014544131,-0.030284023,0,irresponsible,0.011937408,0.027119177,0.000478936,0.015059889
5,2659,1.089699891,0.032501022,0.02723442,0.018135509,-0.034232344,0,irresponsible,0.005266602,0.033764619,0.001833758,0.019312506
6,2659,1.132429325,0.035339816,0.022763856,0.021576371,-0.043994636,0,irresponsible,0.01257596,0.030786693,-0.002936298,0.023511769
7,2659,1.151273276,0.041060009,0.031513046,0.025473098,-0.025474806,0,irresponsible,0.009546963,0.027892023,0.00400067,0.028846484
8,2659,1.188213371,0.046016835,0.017669557,0.029581846,-0.023463913,0,irresponsible,0.028347278,0.038788033,0.00765325,0.034056788
9,2659,1.228849342,0.049552787,0.020437524,0.033576034,-0.025337285,0,irresponsible,0.029115263,0.043198524,0.003486522,0.039895492
10,2659,1.274610419,0.054414333,0.027895331,0.037743694,-0.033987355,0,irresponsible,0.026519002,0.045761077,0.002562553,0.046381313
1,2660,0.9656,0.01,0.017375977,0.01,-0.02083134,0,irresponsible,-0.007375977,0.022476856,0.004404476,0.009656
